Unnamed: 0,Player,Team,Age,GP,W,L,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,GP RANK,W RANK,L RANK,MIN RANK,PTS RANK,FGM RANK,FGA RANK,FG% RANK,3PM RANK,3PA RANK,3P% RANK,FTM RANK,FTA RANK,FT% RANK,OREB RANK,DREB RANK,REB RANK,AST RANK,TOV RANK,STL RANK,BLK RANK,PF RANK,FP RANK,DD2 RANK,TD3 RANK,+/- RANK
261,Josh Okogie,PHX,24,72,38,34,18.8,7.3,2.3,5.8,39.1,0.9,2.7,33.5,1.9,2.7,72.4,1.5,2.0,3.5,1.5,0.9,0.8,0.5,1.6,16.6,2.0,0.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,
262,Jay Huff,WAS,25,7,2,5,13.6,7.3,2.1,3.6,60.0,0.9,1.7,50.0,2.1,2.3,93.8,0.9,2.1,3.0,1.4,0.7,0.4,0.6,2.1,15.3,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
263,Isaiah Jackson,IND,21,63,24,39,16.5,7.2,2.8,5.0,56.3,0.0,0.2,14.3,1.5,2.3,65.1,1.8,2.7,4.5,0.8,0.8,0.5,1.5,2.4,18.9,5.0,0.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
264,Reggie Bullock Jr.,DAL,32,78,37,41,30.3,7.2,2.5,6.0,40.9,1.9,5.1,38.0,0.3,0.5,70.3,0.4,3.2,3.6,1.4,0.5,0.7,0.2,2.1,15.7,1.0,0.0,-1.1,,,,,,,,,,,,,,,,,,,,,,,,,,
265,Lindell Wigginton,MIL,25,7,4,3,12.4,7.1,2.6,5.3,48.6,0.9,2.6,33.3,1.1,1.3,88.9,0.0,1.0,1.0,2.0,1.7,0.0,0.3,1.0,10.5,1.0,0.0,-5.6,,,,,,,,,,,,,,,,,,,,,,,,,,
266,Edmond Sumner,BKN,27,53,33,20,13.9,7.1,2.3,5.1,46.1,0.6,1.6,35.6,1.9,2.0,91.7,0.2,1.2,1.5,1.3,0.9,0.6,0.2,1.6,12.2,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
267,Troy Brown Jr.,LAL,23,76,40,36,24.5,7.1,2.6,6.1,43.0,1.4,3.7,38.1,0.4,0.5,87.2,0.8,3.2,4.1,1.3,0.6,0.8,0.2,1.6,16.2,2.0,0.0,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,
268,Kendrick Nunn,WAS,27,70,30,40,13.8,7.1,2.7,6.4,42.4,1.1,3.2,35.4,0.5,0.6,85.4,0.2,1.3,1.6,1.3,0.9,0.4,0.1,0.9,11.4,0.0,0.0,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
269,Kevon Looney,GSW,27,82,44,38,23.9,7.0,3.0,4.7,63.0,0.0,0.0,0.0,1.1,1.9,60.6,3.3,5.9,9.3,2.5,0.5,0.6,0.6,2.7,25.1,14.0,0.0,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,
270,Xavier Tillman,MEM,24,61,40,21,19.3,7.0,3.1,5.0,61.4,0.1,0.2,26.7,0.8,1.5,55.1,2.0,3.0,5.0,1.6,0.7,1.0,0.5,1.6,19.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
271,Chance Comanche,POR,27,1,0,1,20.8,7.0,3.0,5.0,60.0,0.0,0.0,0.0,1.0,4.0,25.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,13.6,0.0,0.0,-29.0,,,,,,,,,,,,,,,,,,,,,,,,,,
271,Daniel Theis,IND,31,7,1,6,15.5,7.0,3.0,6.3,47.7,0.3,1.6,18.2,0.7,1.7,41.7,1.0,2.1,3.1,1.3,0.4,0.3,0.9,1.0,15.7,0.0,0.0,-2.7,,,,,,,,,,,,,,,,,,,,,,,,,,
271,Joshua Primo,SAS,20,4,3,1,23.3,7.0,2.3,6.5,34.6,0.8,3.0,25.0,1.8,2.3,77.8,0.5,2.8,3.3,4.5,2.8,0.3,0.5,2.0,17.2,0.0,0.0,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
274,Eugene Omoruyi,DET,26,40,10,30,16.1,7.0,2.5,5.7,44.3,0.6,2.2,28.1,1.3,1.9,68.0,1.1,1.7,2.8,0.7,0.9,0.7,0.1,2.3,12.8,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
275,Svi Mykhailiuk,CHA,26,32,16,16,14.6,6.9,2.4,5.4,44.5,1.3,3.1,42.4,0.8,1.2,66.7,0.5,1.2,1.7,1.7,0.8,0.5,0.1,0.7,12.4,0.0,0.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
276,Ben Simmons,BKN,26,42,24,18,26.3,6.9,3.2,5.6,56.6,0.0,0.0,0.0,0.6,1.4,43.9,1.0,5.3,6.3,6.1,2.3,1.3,0.6,3.3,26.8,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
277,Romeo Langford,SAS,23,43,14,29,19.6,6.9,2.8,6.0,46.7,0.4,1.4,26.2,0.9,1.3,69.6,1.3,1.3,2.7,1.2,0.7,0.6,0.3,1.6,13.7,0.0,0.0,-4.2,,,,,,,,,,,,,,,,,,,,,,,,,,
278,Willy Hernangomez,NOP,29,38,23,15,12.0,6.9,2.3,4.4,52.7,0.1,0.3,27.3,2.1,2.7,77.9,1.5,3.2,4.7,0.9,1.0,0.4,0.3,1.7,15.2,2.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
279,Joe Ingles,MIL,35,46,32,14,22.7,6.9,2.3,5.4,43.5,1.8,4.4,40.9,0.4,0.5,85.7,0.3,2.5,2.8,3.3,1.2,0.7,0.1,1.6,16.5,1.0,0.0,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,
280,Jae Crowder,MIL,32,18,13,5,18.9,6.9,2.5,5.2,47.9,1.3,3.1,43.6,0.6,0.7,83.3,0.9,2.9,3.8,1.5,0.4,0.7,0.3,1.5,16.4,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
281,Cory Joseph,DET,31,62,12,50,19.8,6.9,2.4,5.7,42.7,1.1,2.9,38.9,0.9,1.2,79.2,0.3,1.4,1.7,3.5,0.9,0.5,0.1,1.4,15.4,0.0,0.0,-1.8,,,,,,,,,,,,,,,,,,,,,,,,,,
282,Ty Jerome,GSW,25,45,22,23,18.1,6.9,2.6,5.4,48.8,0.8,2.0,38.9,0.8,0.9,92.7,0.2,1.6,1.7,3.0,0.7,0.5,0.1,1.4,14.6,0.0,0.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
283,Aaron Wiggins,OKC,24,70,37,33,18.5,6.8,2.7,5.2,51.2,0.7,1.7,39.3,0.8,1.0,83.1,1.0,2.0,3.0,1.1,0.8,0.6,0.2,1.6,13.7,1.0,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,
284,Jeremiah Robinson-Earl,OKC,22,43,16,27,18.9,6.8,2.6,5.8,44.4,0.9,2.6,33.3,0.8,1.0,83.3,1.7,2.5,4.2,1.0,0.4,0.6,0.3,1.7,15.3,1.0,0.0,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,
285,Larry Nance Jr.,NOP,30,65,34,31,21.2,6.8,2.9,4.7,61.0,0.2,0.6,33.3,0.8,1.2,69.6,1.6,3.8,5.4,1.8,0.6,0.9,0.6,2.0,19.7,3.0,0.0,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,
286,Will Barton,TOR,32,56,27,29,17.7,6.8,2.5,6.5,37.9,1.2,3.2,36.7,0.7,0.8,78.7,0.3,2.2,2.4,2.0,0.9,0.5,0.2,1.0,14.0,0.0,0.0,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
287,Justise Winslow,POR,27,29,15,14,26.8,6.8,2.8,6.8,40.9,0.5,1.6,31.1,0.7,1.0,71.4,1.7,3.3,5.0,3.4,1.5,1.0,0.4,3.1,20.6,1.0,0.0,-1.3,,,,,,,,,,,,,,,,,,,,,,,,,,
288,Terence Davis,SAC,26,64,38,26,13.1,6.7,2.4,5.7,42.3,1.4,3.8,36.6,0.5,0.7,79.1,0.3,1.9,2.2,1.0,0.8,0.7,0.2,1.6,12.7,0.0,0.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,
289,Theo Maledon,CHA,22,44,14,30,19.4,6.7,2.3,5.8,40.2,0.6,2.2,29.5,1.4,1.7,85.1,0.3,2.5,2.8,3.5,1.3,0.8,0.3,1.4,17.2,1.0,0.0,-3.3,,,,,,,,,,,,,,,,,,,,,,,,,,
290,Anthony Lamb,GSW,25,62,36,26,19.3,6.7,2.4,5.1,47.1,1.2,3.2,36.7,0.7,1.0,76.7,0.9,2.6,3.5,1.5,0.9,0.5,0.3,2.2,14.6,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
291,Dwight Powell,DAL,31,76,37,39,19.2,6.7,2.6,3.5,73.2,0.0,0.1,0.0,1.5,2.2,66.7,2.0,2.2,4.1,0.9,0.9,0.6,0.3,2.8,15.0,1.0,0.0,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,
292,David Roddy,MEM,22,70,44,26,18.0,6.7,2.6,6.0,42.9,0.9,3.0,30.7,0.6,0.9,63.1,0.7,2.0,2.8,0.8,0.8,0.4,0.3,1.5,12.5,0.0,0.0,-0.9,,,,,,,,,,,,,,,,,,,,,,,,,,
293,Isaiah Livers,DET,24,52,10,42,23.1,6.7,2.3,5.5,41.7,1.4,3.9,36.5,0.6,0.8,82.1,0.5,2.2,2.8,0.8,0.6,0.5,0.5,2.0,13.8,1.0,0.0,-3.9,,,,,,,,,,,,,,,,,,,,,,,,,,
294,Nassir Little,POR,23,54,22,32,18.1,6.6,2.5,5.6,44.2,1.1,2.9,36.7,0.6,0.9,71.7,0.5,2.1,2.6,0.9,0.7,0.4,0.4,1.2,12.7,0.0,0.0,-3.5,,,,,,,,,,,,,,,,,,,,,,,,,,
295,Drew Eubanks,POR,26,78,31,47,20.3,6.6,2.7,4.3,64.1,0.1,0.2,38.9,1.1,1.6,66.4,1.7,3.7,5.4,1.3,0.9,0.5,1.3,2.2,19.7,3.0,0.0,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,,
296,Jock Landale,PHX,27,69,35,34,14.2,6.6,2.6,4.9,52.8,0.3,1.2,25.0,1.1,1.5,75.2,1.7,2.3,4.1,1.0,0.9,0.2,0.4,1.8,14.1,3.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
297,Mo Bamba,LAL,25,49,25,24,15.7,6.6,2.4,4.9,48.5,1.0,2.5,38.7,0.8,1.3,66.1,1.2,3.4,4.6,0.9,0.6,0.3,0.9,2.1,16.3,2.0,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,
298,Kevin Knox II,POR,23,63,12,51,15.1,6.6,2.4,5.3,45.8,1.0,3.0,34.9,0.7,1.0,76.7,0.5,2.3,2.8,0.5,0.8,0.4,0.2,1.5,11.7,2.0,0.0,-3.6,,,,,,,,,,,,,,,,,,,,,,,,,,
299,Jordan Goodwin,WAS,24,62,22,40,17.8,6.6,2.5,5.7,44.8,0.6,1.9,32.2,0.9,1.1,76.8,0.9,2.4,3.3,2.7,0.9,0.9,0.4,1.5,17.7,0.0,0.0,-1.9,,,,,,,,,,,,,,,,,,,,,,,,,,
300,Cody Zeller,MIA,30,15,6,9,14.4,6.5,2.5,3.9,62.7,0.0,0.1,0.0,1.6,2.3,68.6,1.7,2.6,4.3,0.7,0.9,0.2,0.3,2.2,13.1,0.0,0.0,-3.2,,,,,,,,,,,,,,,,,,,,,,,,,,
