Unnamed: 0,Player,Team,Age,GP,W,L,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,GP RANK,W RANK,L RANK,MIN RANK,PTS RANK,FGM RANK,FGA RANK,FG% RANK,3PM RANK,3PA RANK,3P% RANK,FTM RANK,FTA RANK,FT% RANK,OREB RANK,DREB RANK,REB RANK,AST RANK,TOV RANK,STL RANK,BLK RANK,PF RANK,FP RANK,DD2 RANK,TD3 RANK,+/- RANK
318,Oshae Brissett,IND,25,65,27,38,16.7,6.1,1.9,4.9,38.6,0.7,2.4,31.0,1.6,2.2,71.7,1.0,2.4,3.4,0.7,0.5,0.5,0.2,1.2,12.8,1.0,0.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
319,Sandro Mamukelashvili,SAS,24,43,23,20,15.3,6.1,2.3,5.3,42.2,0.7,2.3,30.3,0.9,1.3,68.4,1.6,2.7,4.3,1.4,0.8,0.3,0.3,1.2,14.4,2.0,0.0,-2.7,,,,,,,,,,,,,,,,,,,,,,,,,,
320,Evan Fournier,NYK,30,27,15,12,17.0,6.1,2.1,6.1,33.7,1.3,4.2,30.7,0.7,0.8,85.7,0.1,1.7,1.8,1.3,0.8,0.6,0.1,1.7,11.6,0.0,0.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
321,Mike Muscala,BOS,31,63,32,31,15.0,6.1,2.1,4.6,44.9,1.3,3.3,39.1,0.6,0.8,76.9,0.6,2.6,3.2,0.8,0.4,0.2,0.4,1.6,12.6,0.0,0.0,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,
322,Saben Lee,PHX,24,25,15,10,14.9,6.0,2.0,4.8,40.5,0.4,1.2,36.7,1.7,2.3,73.7,0.5,1.3,1.8,2.7,1.0,0.8,0.0,1.3,13.7,1.0,0.0,-1.2,,,,,,,,,,,,,,,,,,,,,,,,,,
323,Robert Covington,LAC,32,48,20,28,16.2,6.0,2.1,4.8,44.5,1.1,2.8,39.7,0.6,0.8,75.0,0.6,2.8,3.5,1.2,0.7,0.8,0.7,1.8,15.7,0.0,0.0,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,
324,Andre Drummond,CHI,29,67,32,35,12.7,6.0,2.5,4.1,60.6,0.0,0.0,0.0,1.0,1.9,53.6,2.1,4.6,6.6,0.5,1.1,0.7,0.4,1.7,16.8,8.0,0.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,
325,Maxi Kleber,DAL,31,37,18,19,25.1,5.9,2.1,4.6,45.6,1.1,3.0,34.8,0.7,1.0,71.1,0.8,2.8,3.6,1.4,0.7,0.3,0.8,2.3,15.1,0.0,0.0,-1.2,,,,,,,,,,,,,,,,,,,,,,,,,,
326,Jaylin Williams,OKC,21,49,23,26,18.7,5.9,2.1,4.8,43.6,0.9,2.3,40.7,0.8,1.1,70.4,0.9,4.0,4.9,1.6,0.8,0.6,0.2,2.3,15.8,0.0,0.0,-1.8,,,,,,,,,,,,,,,,,,,,,,,,,,
327,Johnny Davis,WAS,21,28,10,18,15.1,5.8,2.4,6.1,38.6,0.6,2.5,24.3,0.5,1.0,51.9,0.4,2.0,2.3,1.0,0.6,0.4,0.3,1.7,11.4,0.0,0.0,-1.9,,,,,,,,,,,,,,,,,,,,,,,,,,
328,Josh Christopher,HOU,21,64,16,48,12.3,5.8,2.4,5.1,46.5,0.3,1.4,23.6,0.7,0.9,75.0,0.3,0.8,1.1,1.1,0.9,0.5,0.2,0.9,10.2,0.0,0.0,-3.5,,,,,,,,,,,,,,,,,,,,,,,,,,
329,Stanley Johnson,SAS,27,30,5,25,15.6,5.8,2.2,4.1,53.3,0.6,1.3,45.0,0.9,1.3,66.7,0.7,2.4,3.2,2.2,1.1,0.5,0.2,1.6,14.1,0.0,0.0,-3.1,,,,,,,,,,,,,,,,,,,,,,,,,,
330,Rodney McGruder,DET,31,32,4,28,16.4,5.7,1.9,4.8,40.8,1.3,3.0,42.3,0.6,0.7,81.8,0.6,1.7,2.3,0.9,0.3,0.5,0.0,1.2,11.1,0.0,0.0,-1.4,,,,,,,,,,,,,,,,,,,,,,,,,,
331,Charles Bassey,SAS,22,35,9,26,14.5,5.7,2.5,3.9,64.4,0.1,0.2,37.5,0.6,1.1,59.5,2.1,3.4,5.5,1.4,1.2,0.5,0.9,2.1,17.4,0.0,0.0,-0.9,,,,,,,,,,,,,,,,,,,,,,,,,,
332,Ziaire Williams,MEM,21,37,21,16,15.2,5.7,2.3,5.3,42.9,0.7,2.6,25.8,0.5,0.6,77.3,0.4,1.7,2.1,0.9,1.0,0.4,0.2,1.6,10.3,0.0,0.0,-2.1,,,,,,,,,,,,,,,,,,,,,,,,,,
333,Jalen Johnson,ATL,21,70,35,35,14.9,5.6,2.3,4.6,49.1,0.4,1.5,28.8,0.7,1.1,62.8,0.7,3.3,4.0,1.2,0.6,0.5,0.5,1.6,14.8,1.0,0.0,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,
334,Derrick Rose,NYK,34,27,12,15,12.5,5.6,2.3,5.9,38.4,0.7,2.3,30.2,0.4,0.4,91.7,0.3,1.2,1.5,1.7,0.8,0.3,0.2,0.7,10.5,0.0,0.0,-1.1,,,,,,,,,,,,,,,,,,,,,,,,,,
335,Davion Mitchell,SAC,24,80,47,33,18.1,5.6,2.3,5.0,45.4,0.8,2.5,32.0,0.3,0.4,80.6,0.2,1.1,1.3,2.3,0.8,0.6,0.2,1.4,12.1,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
335,Payton Pritchard,BOS,25,48,32,16,13.4,5.6,2.1,5.1,41.2,1.2,3.2,36.4,0.3,0.3,75.0,0.5,1.3,1.8,1.3,0.8,0.3,0.0,0.8,9.9,1.0,1.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
337,James Bouknight,CHA,22,34,9,25,15.2,5.6,2.0,5.7,35.8,1.0,3.2,30.3,0.6,0.9,66.7,0.2,1.9,2.1,1.2,0.9,0.4,0.1,1.4,10.7,0.0,0.0,-2.9,,,,,,,,,,,,,,,,,,,,,,,,,,
338,Montrezl Harrell,PHI,29,57,35,22,11.9,5.6,2.2,3.7,59.8,0.0,0.1,0.0,1.2,1.8,69.3,1.2,1.6,2.8,0.6,0.6,0.3,0.4,1.3,11.4,1.0,0.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
339,Alex Caruso,CHI,29,67,33,34,23.5,5.6,1.9,4.3,45.5,0.8,2.3,36.4,0.9,1.1,80.8,0.6,2.3,2.9,2.9,1.1,1.5,0.7,2.4,18.7,1.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
340,Yuta Watanabe,BKN,28,58,30,28,16.0,5.6,2.0,4.0,49.1,1.0,2.3,44.4,0.6,0.8,72.3,0.5,1.9,2.4,0.8,0.4,0.4,0.3,1.4,11.5,0.0,0.0,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,
341,Danny Green,CLE,36,11,6,5,12.6,5.5,2.0,4.5,44.9,1.5,3.4,43.2,0.1,0.1,100.0,0.3,1.0,1.3,0.5,0.9,0.5,0.3,1.5,9.4,0.0,0.0,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,,
342,Jarrell Brantley,UTA,27,4,0,4,9.7,5.5,2.0,3.5,57.1,1.0,2.3,44.4,0.5,0.5,100.0,0.3,1.3,1.5,0.8,0.5,0.0,0.5,0.8,9.4,0.0,0.0,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,
342,Otto Porter Jr.,TOR,30,8,4,4,18.3,5.5,1.9,3.8,50.0,0.8,2.1,35.3,1.0,1.0,100.0,0.8,1.6,2.4,1.0,0.5,1.4,0.0,0.9,13.5,0.0,0.0,-2.6,,,,,,,,,,,,,,,,,,,,,,,,,,
344,Wenyen Gabriel,LAL,26,68,37,31,15.1,5.5,2.3,3.8,59.6,0.1,0.5,27.8,0.8,1.2,61.9,1.7,2.5,4.2,0.5,0.7,0.4,0.5,2.1,13.3,0.0,0.0,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
345,Nikola Jovic,MIA,20,15,7,8,13.6,5.5,1.9,4.6,40.6,0.5,2.3,22.9,1.2,1.3,94.7,0.6,1.5,2.1,0.7,0.7,0.5,0.1,1.3,10.1,0.0,0.0,-1.1,,,,,,,,,,,,,,,,,,,,,,,,,,
346,Jamal Cain,MIA,24,18,10,8,13.3,5.4,2.1,3.7,56.1,0.4,1.1,35.0,0.9,1.2,77.3,0.8,2.1,2.9,0.7,0.3,0.6,0.1,1.2,11.6,0.0,0.0,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,
347,Bryce McGowens,CHA,20,46,16,30,17.1,5.3,1.7,4.4,39.6,0.6,1.7,32.5,1.3,1.7,75.0,0.4,1.6,2.0,1.2,0.9,0.3,0.1,1.0,10.0,0.0,0.0,-3.3,,,,,,,,,,,,,,,,,,,,,,,,,,
348,Lamar Stevens,CLE,25,62,39,23,18.1,5.3,2.1,4.6,44.8,0.5,1.5,31.6,0.6,0.9,70.2,0.8,2.6,3.3,0.5,0.4,0.4,0.3,1.3,11.9,1.0,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,
349,Dewayne Dedmon,PHI,33,38,23,15,11.2,5.2,2.0,4.0,51.0,0.3,1.0,30.8,0.9,1.3,67.3,0.9,2.6,3.5,0.7,0.7,0.2,0.5,2.0,12.0,0.0,0.0,-3.3,,,,,,,,,,,,,,,,,,,,,,,,,,
350,Rudy Gay,UTA,36,56,29,27,14.6,5.2,1.9,5.1,37.8,0.6,2.3,25.2,0.8,0.9,85.7,0.6,2.3,2.9,1.0,0.7,0.3,0.3,1.2,11.6,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
